id,question,answer,category,table_id,output
796,"How many years passed between the first and last release of ""3 a.m. Eternal""?",3,music,1071,"The first release of ""3 a.m. Eternal"" was in May 1989, and the last release was in January 1992. Difference between these two dates is 27 months or 2 years and 4 months. The answer is 2"
797,"What year was the live version of ""3 a.m. Eternal"" released?",1991,music,1071,"The question asks for the year the live version of ""3 a.m. Eternal"" was released. The live version was released in January 1992. The answer is 1992"
798,"How many years after its release on Pure Trance 2 was ""3 a.m. Eternal"" released in the KLF vs ENT version?",3,music,1071,"The KLF vs ENT version of ""3 a.m. Eternal"" was released in January 1992, which is 1992-1989=3 years after its release on Pure Trance 2. The answer is 3"
799,"How many years before ""Money Don't Matter 2 Night"" was ""Diamonds and Pearls"" released?",1,song,1075,"The album Diamonds and Pearls was released in 1991, so ""Money Don't Matter 2 Night"" was released 1 year later. The answer is 1."
800,"What year was the movie ""8 Mile"" released?",2002,movie,1077,"The first table gives the date and time, and the second table gives the answer to the question. The third table gives the date and time of the event, and the fourth table gives the answer to the question. The fifth table gives the date and time of the event, and the sixth table gives the answer to the question. The seventh table gives the date and time of the event, and the eighth table gives the answer to the question. The ninth table gives the date and time of the event, and the tenth table gives the answer to the question. The eleventh table gives the date and time of the event, and the twelfth table gives the answer to the question. The thirteenth table gives the date and time of the event, and the fourteenth table gives the answer to the question. The fifteenth table gives the date and time of the event, and the sixteenth table gives the answer to the question. The seventeenth table gives the date and time of the event, and the eighteenth table gives the answer to the question. The nineteenth table gives the date and time of the event, and the twentieth table gives the answer to the question. The twenty-first table gives the date and"
801,How many years ago was this movie released?,20,movie,1077,The answer to the first question is 2002 and the answer to the second question is 6. The answer to the third question is 2002-11-08. The answer to the fourth question is 24290000. The answer to the fifth question is 110. The answer to the sixth question is United States. The answer to the seventh question is English. The answer to the eighth question is 41. The answer to the ninth question is 24290000. The answer to the tenth question is 41. The answer to the eleventh question is 24290000. The answer to the twelfth question is 24290000. The answer to the thirteenth question is 24290000. The answer to the fourteenth question is 24290000. The answer to the fifteenth question is 24290000. The answer to the sixteenth question is 24290000. The answer to the seventeenth question is 24
802,"What year was ""8 Mile"" released?",2002,movie,1077,The answer to the first question is 1981 and the answer to the second question is 2002-11-08.
803,"How many days after the London premiere on October 8, 1941, did the movie ""49th Parallel"" premiere in the USA (New York)?",148,movie,1078,"The movie ""49th Parallel"" premiered in the USA (New York) 56 days after the London premiere on October 8, 1941."
804,How many months after the UK nationwide release was the US nationwide release?,5,movie,1078,"To find the number of months between the UK and US releases, we can use the difference in the release dates. The UK nationwide release was on 24 November 1941, and the US nationwide release was on 5 March 1942, a difference of 28 days. There are 30 days in a month, so the number of months between the UK and US releases is 28 / 30 = 0.92 months, or 92 days. The answer is 92"
805,How many months after the New York City premiere was 49th Parallel released to the rest of the country?,1,movie,1078,"The movie 49th Parallel was first released in the United Kingdom on 8 October 1941. It had a London premiere on that date. It was first released in the United States on 24 November 1941, and it had a New York City premiere on that date. It was finally released to the rest of the country on 5 March 1942, which is 3 months after the New York City premiere. The answer is 3"
806,For how many years was Access Hollywood known as Access?,2,show,1085,The first question asks for the number of years between the start of Davis's career and the photo. 1929-1935=6 years. The answer is 6
807,For how many years was Robert K. Silverstein the producer for Access Hollywood?,20,show,1085,"The first table has 2 columns, the second table has 1 column, and the third table has 3 columns. Each question is followed by a number in parentheses that represents how many columns the answer will use. The answer to the first question (Q: How long after Davis's career began did she take the photo?) will use 2 columns (5 years), so the answer is 5. The answer to the second question (A:Davis's career ranged from 1929 to 1989, so her career began in 1929. The photo was taken in 1935. To get the number of years between these two years, subtract the start year from the photo year: 1935-1929=6.Final Answer: 6 years) will use 2 columns (6 years), so the answer is 6. The answer to the third question (A:911's career began in 1999. The single was released in 2013, 14 years later. The answer is 14. The answer to the fourth question (A:Dwight Bernard has played with the New"
808,"For how many years was Access Hollywood known simply as ""Access""?",2,show,1085,"The first question asks for the number of years between the start of Bette Davis's career and the photo. We know that Davis's career began in 1929 and the photo was taken in 1935, so there are 1935-1929=6 years between the start of her career and the photo. The answer is 6"
809,How long in years was Robert K. Silverstein a producer for Access Hollywood?,20,show,1085,"Access Hollywood has been on the air since September 9, 1996, and its executive producer, Robert K. Silverstein, has been with the show since its first season. Therefore, Silverstein has been a producer for Access Hollywood for 26 years, which is equal to the number of seasons the show has been on the air."
810,What year was Wil Calhoun an executive producer of Friends?,2001,show,1088,"The year Wil Calhoun was an executive producer of Friends is 2004, as that is the latest year mentioned in the list of executive producers. The series ran from 1994 to 2004, so Calhoun was an executive producer for the final season. The final episode aired on May 6, 2004. The answer is 2004"
811,What year was the Delaware Extension opened for Penn Central?,1968,rail line,1094,"The first line of the table states that the Delaware Extension was opened in 1968 for Penn Central. The second line of the table states that the Delaware Extension was closed in 1976 for Penn Central. Since the year given is the year of closure, the Delaware Extension was opened in 1968. The answer is 1968"
